Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
20998766.9553,7908745.19116,,,
2638141.05041,4044481.3782,,,
27396823.0681,16114212.9473,,,
185893578.939,5643511.80707,,,
425278229.695,8335995.36072,,,
248572992.541,137832547.833,,,
112205964.926,78712319.8946,,,
133781413.273,181781685.717,,,
226901130.666,-3885911.76913,,,
222188468.654,5467778.07303,,,
138828175.489,479227.16762,,,
221031792.824,50059077.7512,,,
209943032.189,34729657.9187,,,
327123762.792,30942083.7159,,,
91105950.267,295681994.758,,,
233397869.788,182567417.214,,,
269516003.628,12268854.6143,,,
73589878.0995,31321285.8897,,,
207387329.405,20130556.2033,,,
19922041.1525,62489931.5803,,,
-14483148.5989,567110.919334,,,
145415964.441,128580454.158,,,
156094572.049,4451068.80183,,,
1088704.41282,96003447.3657,,,
170710491.316,88403180.2821,,,
6844810.38487,269094215.132,,,
82451469.864,30112839.6533,,,
213232637.712,7264194.63969,,,
465741.34208,-5606863.26714,,,
59118217.4139,14161500.564,,,
216649604.426,22389116.8021,,,
98285135.6826,-17239034.3407,,,
103216601.971,37250242.6662,,,
263018890.407,271436756.347,,,
209337411.229,78090654.2747,,,
190762260.401,180895550.273,,,
140185054.493,-8661751.5386,,,
186830330.127,155713886.044,,,
408050.655216,102340174.298,,,
129465146.034,72207258.5001,,,
287479263.858,140972756.634,,,
172985586.977,93625759.2838,,,
32772510.5734,20618216.5741,,,
247588140.542,343674946.869,,,
355443591.508,150930772.217,,,
252761381.796,-4617765.69227,,,
28940472.8387,2906896.2452,,,
311652595.032,14656270.8395,,,
140170072.75,16658224.6498,,,
112888594.771,2628764.26456,,,
152641759.415,8605238.46069,,,
309765891.834,152530636.374,,,
68645987.1717,6242985.18482,,,
55737909.6871,51424541.4407,,,
38046658.4885,160736637.176,,,
151290185.38,119206043.866,,,
119912812.595,42427360.4144,,,
209129490.93,65762261.7272,,,
265788461.696,89560401.0755,,,
69935295.7805,139881385.295,,,
202393254.716,52564505.2634,,,
157099369.055,58343643.2659,,,
69286087.9574,83975113.3226,,,
36485633.6356,395598594.826,,,
,42849884.9014,,,
,12318311.2453,,,
,246393931.137,,,
,45205907.5241,,,
,11655598.5179,,,
,47689753.1551,,,
,12519358.3973,,,
,54448810.5822,,,
,241337379.449,,,
,1068313.38297,,,
,109604600.949,,,
,6382624.61185,,,
,19480965.6704,,,
,241344653.216,,,
,12346380.6587,,,
,111110337.108,,,
,-2038488.08277,,,
,104111812.176,,,
,217724744.32,,,
,-4724456.88046,,,
,204742822.217,,,
,33634982.0834,,,
,5482455.69646,,,
,218001913.916,,,
,14106001.4863,,,
,55552780.3115,,,
,1853178.05098,,,
,5965222.0561,,,
,187238813.999,,,
,-46859852.7849,,,
,94756068.8067,,,
,126238198.614,,,
,29050606.1715,,,
,-31890647.3865,,,
,-23172299.8714,,,
,137072699.338,,,
,33903116.3748,,,
,-38081729.7226,,,
,59541870.8111,,,
,64128408.9166,,,
,170312577.074,,,
,173538225.759,,,
,107718006.849,,,
,60244374.3175,,,
